,FC_EMBIG,FC_EMBIG_DZ,FC_EMBIG_AO,FC_EMBIG_AR,FC_EMBIG_AM,FC_EMBIG_AZ,FC_EMBIG_BH,FC_EMBIG_BB_CTRY,FC_EMBIG_BY,FC_EMBIG_BZ,FC_EMBIG_BJ,FC_EMBIG_BO,FC_EMBIG_BR,FC_EMBIG_BG,FC_EMBIG_CM,FC_EMBIG_CL,FC_EMBIG_CN,FC_EMBIG_CO,FC_EMBIG_CR,FC_EMBIG_CI,FC_EMBIG_HR,FC_EMBIG_DO,FC_EMBIG_EC,FC_EMBIG_EG,FC_EMBIG_SV,FC_EMBIG_ET,FC_EMBIG_GA,FC_EMBIG_GE,FC_EMBIG_GH,FC_EMBIG_GR,FC_EMBIG_GT,FC_EMBIG_HN,FC_EMBIG_HU,FC_EMBIG_IN,FC_EMBIG_ID,FC_EMBIG_IQ,FC_EMBIG_JM,FC_EMBIG_JO,FC_EMBIG_KZ,FC_EMBIG_KE,FC_EMBIG_KW,FC_EMBIG_LV,FC_EMBIG_LB,FC_EMBIG_LT,FC_EMBIG_MY,FC_EMBIG_MV,FC_EMBIG_MX,FC_EMBIG_MN,FC_EMBIG_ME,FC_EMBIG_MA,FC_EMBIG_MZ,FC_EMBIG_NA,FC_EMBIG_NG,FC_EMBIG_OM,FC_EMBIG_PK,FC_EMBIG_PA,FC_EMBIG_PG,FC_EMBIG_PY,FC_EMBIG_PE,FC_EMBIG_PH,FC_EMBIG_PL,FC_EMBIG_QA,FC_EMBIG_RO,FC_EMBIG_RU,FC_EMBIG_RW,FC_EMBIG_SA,FC_EMBIG_SN,FC_EMBIG_CS,FC_EMBIG_SK,FC_EMBIG_ZA,FC_EMBIG_KR,FC_EMBIG_LK,FC_EMBIG_SR,FC_EMBIG_TJ,FC_EMBIG_TZ,FC_EMBIG_TH,FC_EMBIG_TT,FC_EMBIG_TN,FC_EMBIG_TR,FC_EMBIG_AE,FC_EMBIG_UA,FC_EMBIG_UY,FC_EMBIG_UZ,FC_EMBIG_VE,FC_EMBIG_VN,FC_EMBIG_ZM
31-Jul-06,100,0,0,2.640581864,0,0,0,0,0,0,0,0,9.902228713,0.807200649,0,2.394667493,3.577014907,3.898960519,0,0.116662341,0,0.375510213,2.127129551,0.615302111,1.735410212,0,0,0,0,0,0,0,0.768584783,0,3.168349454,0.998564415,0,0,0,0,0,0,2.325289511,0,4.558876339,0,8.955421712,0,0,0.31638909,0,0,1.461890296,0,0.545488251,3.22206125,0,0,4.067053905,7.36896184,1.872546104,0,0,9.283691711,0,0,0,0.521078634,0,2.408142899,0,0,0,0,0,0,0,0.386402333,7.645143596,0,1.486463975,2.709753311,0,7.315729222,0.423448799,0
31-Aug-06,100,0,0,2.750462,0,0,0,0,0,0,0,0,9.687636698,0.798326466,0,2.364170324,3.523074302,4.238610662,0,0.110708122,0,0.3704352,1.985649434,0.602529159,1.743178907,0,0,0,0,0,0,0,0.761449493,0,3.140708361,0.941777496,0,0,0,0,0,0,3.058729516,0,4.483193618,0,8.820930004,0,0,0.307750697,0,0,1.416920838,0,0.532397559,3.339854502,0,0,3.991553475,7.355793546,1.845795872,0,0,9.220150213,0,0,0,0.520773419,0,2.372998659,0,0,0,0,0,0,0,0.382001392,7.556229492,0,1.465171541,2.723732324,0,7.16689953,0.420407176,0
29-Sep-06,100,0,0,2.723920038,0,0,0,0,0,0,0,0,9.74422658,0.812909515,0,2.382345437,3.567777563,3.831937554,0,0.106620424,0,0.380706718,1.89325234,0.61145405,1.783086879,0,0,0,0,0,0,0,0.770876283,0,3.165900853,0.96940033,0,0,0,0,0,0,3.426460555,0,4.530182125,0,8.830743747,0,0,0.310246539,0,0,1.436144962,0,0.534148537,3.361428234,0,0,4.012006714,7.2980071,1.876405964,0,0,9.154097902,0,0,0,0.519790814,0,2.3970857,0,0,0,0,0,0,0,0.387399286,7.534370571,0,1.449091938,2.732958296,0,7.039606871,0.425409583,0
31-Oct-06,100,0,0,2.896400322,0,0,0,0,0,0,0,0,9.660351723,0.807883502,0,2.334483227,3.504564586,4.214146193,0,0.098277507,0,0.384978093,2.016735199,0.604894893,1.784320706,0,0,0,0,0,0,0,0.765966356,0,3.105403124,0.970425512,0,0,0,0,0,0,3.625267564,0,4.494661234,0,8.772325159,0,0,0.306518947,0,0,0.581471585,0,0.537336166,3.353068254,0,0,4.012792276,7.403332034,1.845093136,0,0,9.080558911,0,0,0,0.509222158,0,2.355831156,0,0,0,0,0,0,0,0.370301161,7.752987716,0,1.44816984,3.007651392,0,6.971660518,0.422919847,0
30-Nov-06,100,0,0,2.923635424,0,0,0,0,0,0,0,0,9.625383915,0.814625057,0,2.620046359,3.519132587,4.384657125,0,0.097337243,0,0.386379015,1.874879129,0.607729417,1.799939088,0,0,0,0,0,0,0,0.772857497,0,3.369241488,0.947275413,0,0,0,0,0,0,3.456821359,0,4.445920211,0,8.722634105,0,0,0,0,0,0.575908392,0,0.544541098,3.38518796,0,0,3.990154418,7.492545073,1.855004064,0,0,9.187662871,0,0,0,0.517495946,0,2.309994878,0,0,0,0,0,0,0,0.371524235,7.82441459,0,1.447373937,2.720953157,0,6.979655593,0.429089354,0
29-Dec-06,100,0,0,3.114893394,0,0,0,0,0,0,0,0,9.673906027,0.807275166,0,2.280293186,3.470476362,4.434951441,0,0.097178856,0,0.387312786,1.491005678,0.610411488,1.788644511,0,0,0,0,0,0,0,0.765605196,0,3.429967578,0.948788539,0,0,0,0,0,0,3.473718856,0,4.405150739,0,8.679945612,0,0,0,0,0,0.574963575,0,0.546240072,3.411418474,0,0,3.841172533,7.621115121,1.814865347,0,0,9.119247278,0,0,0,0.523977728,0,2.282214723,0,0,0,0,0,0,0,0.369122456,7.731431225,0,1.960948509,2.788335381,0,7.120961715,0.434460447,0
31-Jan-07,100,0,0,3.241583648,0,0,0,0,0,0,0,0,9.60575359,0.784591379,0,2.277140843,3.477844715,4.409505085,0,0.098098486,0,0.379132364,1.604056416,0.594519627,1.776841702,0,0,0,0,0,0,0,0.750091441,0,3.424289384,0.927240324,0,0,0,0,0,0,3.621090346,0,4.398620678,0,8.540806504,0,0,0,0,0,0.542559402,0,0.551592748,3.355940328,0,0,3.822624347,7.522980678,1.808571651,0,0,9.056863923,0,0,0,0.537867212,0,2.313942394,0,0,0,0,0,0,0,0.372649971,7.799389279,0,2.259253269,2.755737463,0,6.967383277,0.421437526,0
28-Feb-07,100,0,0,3.162708227,0,0,0,0,0,0,0,0,9.634089656,0.789058875,0,2.285196505,3.487784034,4.380583544,0,0.106205758,0,0.37803048,1.765503705,0.591499515,1.776097509,0,0,0,0,0,0,0,0.755804216,0,3.961403346,0.919362949,0,0,0,0,0,0,3.557608211,0,4.410103539,0,8.527007624,0,0,0,0,0,0.533998906,0,0.535208962,3.360557604,0,0,3.778694263,7.513391686,1.819539183,0,0,9.10734071,0,0,0,0.533921292,0,1.989029864,0,0,0,0,0,0,0,0.37472326,7.613829246,0,2.241151275,2.756248512,0,6.937306073,0.41701147,0
30-Mar-07,100,0,0,3.190037603,0,0,0,0,0,0.241711292,0,0,9.802718948,0.788488776,0,2.268408699,3.482237107,4.407320721,0,0.113595631,0,0.379669968,1.858439498,0.594520678,1.785835774,0,0,0,0,0,0,0,0.75398288,0,3.948588796,0.924916454,0,0,0,0,0,0,3.558811446,0,4.382554958,0,8.520697849,0,0,0,0,0,0.53342954,0,0.5276813,3.504730117,0,0,3.340076859,7.390761028,1.820016016,0,0,8.989475,0,0,0,0.533650376,0,1.999254142,0,0,0,0,0,0,0,0.375485173,7.62513488,0,2.236484959,2.780362307,0,6.920263066,0.420658156,0
30-Apr-07,100,0,0,2.953252636,0,0,0,0,0,0.245531552,0,0,9.899133632,0.79769699,0,2.266528645,3.480022619,4.479845307,0,0.133283255,0,0.385939625,1.947751664,0.598658607,1.807424367,0,0,0,0,0,0,0,0.761898568,0,3.932269369,0.920227424,0,0,0,0,0,0,3.485749409,0,4.420447129,0,8.629780618,0,0,0,0,0,0,0,0.534102451,3.585862703,0,0,3.387668521,7.46997602,1.822351362,0,0,9.072254659,0,0,0,0.533439813,0,1.99633636,0,0,0,0,0,0,0,0.365763561,7.699400839,0,2.25717755,2.85305166,0,6.851644112,0.425528973,0
31-May-07,100,0,0,2.88373454,0,0,0,0,0,0.231217772,0,0,9.826356225,0.794145091,0,2.248181683,3.430722684,4.502366006,0,0.148921123,0,0.392873598,1.892518187,0.601834064,1.831603971,0,0,0,0,0,0,0,0.755771288,0,3.984249177,0.922348121,0,0,0,0,0,0,3.478210911,0,4.314036358,0,8.651624194,0,0,0,0,0,0,0,0.534230748,3.606701837,0,0,3.363577335,7.558737403,1.810139897,0,0,9.054401276,0,0,0,0.53462384,0,1.97878262,0,0,0,0,0,0,0.382946039,0.366052465,7.778635933,0,2.260467167,2.853259172,0,6.602002505,0.424726769,0
29-Jun-07,100,0,0,2.659809622,0,0,0,0,0,0.234869954,0,0,9.727531873,0.796080803,0,2.265384882,3.441112054,4.330649071,0,0.148433924,0,0.391578472,1.783964192,0.608577024,1.802336514,0,0,0,0,0,0,0,0.757473855,0,3.929694064,0.905962698,0,0,0.304497987,0,0,0,3.793404906,0,4.348048284,0,8.558271888,0,0,0,0,0,0,0,0.920180742,3.582753511,0,0,3.333395783,7.506845417,1.797292349,0,0,8.996878787,0,0,0,0.539645175,0,1.978922366,0,0,0,0,0,0,0.38559677,0.369329336,7.748741384,0,2.24670328,2.808460589,0,6.576111745,0.421460701,0
31-Jul-07,100,0,0,2.415327843,0,0,0,0,0,0.23122588,0,0,9.644826912,0.785673516,0,2.274119798,3.507413256,4.276780296,0,0.151073492,0,0.375628263,1.869668981,0.595586184,1.789930794,0,0,0,0,0,0,0,0.76029049,0,4.213755675,0.825164326,0,0,0.307488343,0,0,0,3.504141749,0,4.403744282,0,8.612251678,0,0,0,0,0,0,0,0.870758762,3.533822111,0,0,3.332287345,7.321138004,1.835670811,0,0,9.1200542,0,0,0,0.538271199,0,2.009280035,0,0,0,0,0,0,0.394477714,0.37833006,7.747508333,0,2.513826262,2.756742745,0,6.695491388,0.408249271,0
31-Aug-07,100,0,0,2.450399271,0,0,0,0,0,0.216099046,0,0,9.756463166,0.796413695,0,2.308297766,3.533314107,4.246905423,0,0.1502023,0,0.369547646,1.881005535,0.598421997,1.762066351,0,0,0,0,0,0,0,0.772889393,0,4.215180449,0.831648579,0,0,0.306384365,0,0,0,3.448683549,0,4.4463451,0,8.742366975,0,0,0,0,0,0,0,0.834020713,3.542173922,0,0,3.307209856,7.345963774,1.865313079,0,0,9.216270073,0,0,0,0.536785248,0,2.022035159,0,0,0,0,0,0,0.402890249,0.380220483,7.755435452,0,2.517519968,2.73563303,0,6.292617311,0.413276971,0
28-Sep-07,100,0,0,2.565489493,0,0,0,0,0,0.222320516,0,0,9.784845699,0.788383421,0,2.258767235,3.486658147,4.272456677,0,0.152260328,0,0.372720958,1.95088506,0.594043309,1.785367532,0,0,0,0,0,0,0,0.765077655,0,4.294629552,0.864067341,0,0,0.309508328,0,0,0,3.410244718,0,4.380525868,0,8.607263289,0,0,0,0,0,0,0,0.85211536,3.534129634,0,0,3.369292806,7.420862284,1.846461601,0,0,8.959896148,0,0,0,0.541517447,0,2.026220834,0,0,0,0,0,0,0.397036734,0.378434949,7.694615509,0,2.488816627,2.748202893,0,6.458370923,0.418511127,0
31-Oct-07,100,0,0,2.832567391,0,0,0,0,0,0.215547783,0,0,9.637991213,0.782556043,0,2.212547123,3.394636227,4.253010831,0,0.148334255,0,0.376907671,1.977599235,0.580145318,1.778779923,0,0,0,0.39567316,0,0,0,0.7544125,0,4.230459204,0.847176125,0.253252401,0,0.292916426,0,0,0,3.340634229,0,4.318727091,0,8.439103382,0,0,0,0,0,0,0,0.85480138,3.531463286,0,0,3.30505587,7.383498473,1.808809853,0,0,8.853585748,0,0,0,0.527324309,0,1.978774425,0,0,0,0,0,0,0.392676082,0.360681495,7.838978856,0,2.451420111,2.777800314,0,6.455015995,0.417136272,0
30-Nov-07,100,0,0,2.703437116,0,0,0,0,0,0.216950034,0,0,9.626064259,0.789440114,0,2.262510884,3.063145537,4.262106457,0,0.151227871,0,0.379664426,1.9974518,0.59008805,1.79697325,0,0,0,0.409107382,0,0,0,0.782535517,0,4.171728298,0.911984619,0.256011602,0,0.274679887,0,0,0,3.334835527,0,4.368810732,0,8.493298057,0,0,0,0,0,0,0,0.828662232,3.558581868,0,0,3.287955132,7.411905321,1.874592234,0,0,8.989724186,0,0,0,0.517903396,0,1.962672513,0,0.245447306,0,0,0,0,0.38602931,0.365842461,7.911201817,0,2.727782499,2.727998149,0,5.95068069,0.410969465,0
31-Dec-07,100,0,0,2.606963209,0,0,0,0,0,0.210679453,0,0,9.547306466,0.778025068,0,2.240806443,3.039978491,4.224967645,0,0.147963928,0,0.376616618,1.987928769,0.586007209,1.766392435,0,0.530168105,0,0.410525424,0,0,0,0.780274431,0,4.141108959,0.952770729,0.254273355,0,0.276073171,0,0,0,3.371593052,0,4.332426,0,8.336817006,0,0,0,0,0,0,0,0.768065137,3.562144508,0,0,3.292675194,7.486050613,1.849148254,0,0,8.972157903,0,0,0,0.511498429,0,1.940515905,0,0.248779151,0,0,0,0,0.37825051,0.364200198,7.853063651,0,2.708366663,2.706309293,0,6.042456647,0.416651977,0
31-Jan-08,100,0,0,2.522220013,0,0,0,0,0,0.208893277,0,0,9.446899068,0.773650733,0,2.248164371,3.092410467,4.545228359,0,0.152177722,0,0.358313084,2.002170565,0.571317367,1.728524914,0,0.538179544,0,0.413286523,0,0,0,0.781152257,0,4.099102696,0.940290689,0.256420261,0,0.275051084,0,0,0,3.398035049,0,4.415477127,0,8.278737933,0,0,0,0,0,0,0,0.55256106,3.443438948,0,0,3.291415549,7.327026864,1.865349089,0,0,9.058499868,0,0,0,0.514606157,0,1.935321225,0,0.237824128,0,0,0,0,0.378280062,0.368756335,7.92112635,0,2.766757264,2.651323554,0,6.236274229,0.405736213,0
29-Feb-08,100,0,0,2.426833079,0,0,0,0,0,0.203555814,0,0,9.375910686,0.770106647,0,2.277975784,3.109189438,4.56346593,0,0.159788214,0,0.35123487,1.973503695,0.56881399,1.682246621,0,0.543139112,0,0.412656693,0,0,0,0.78454149,0,4.825401059,1.015471287,0.251887694,0,0.276893818,0,0,0,3.384451621,0,4.415836653,0,8.334181273,0,0,0,0,0,0,0,0.560891716,3.436929087,0,0,3.254504524,7.182373053,1.87476513,0,0,9.001868098,0,0,0,0.522176968,0,1.93094366,0,0.234017091,0,0,0,0,0.372765524,0.369648721,7.743864857,0,2.742080883,2.597725075,0,6.062191243,0.406168905,0
31-Mar-08,100,0,0,2.283134401,0,0,0,0,0,0.206911105,0,0,9.331841455,0.776119181,0,2.035043291,3.150076841,4.389830708,0,0.160549691,0,0.346386427,1.993499212,0.584241107,1.694925924,0,0.550961918,0,0.418329573,0,0,0,0.770563364,0,4.897410986,0.990403324,0.244907236,0,0.276704637,0,0,0,3.76255467,0,4.460513685,0,8.393901444,0,0,0,0,0,0,0,0.563181542,3.472228011,0,0,3.304727107,7.294628026,1.909842884,0,0,8.997819446,0,0,0,0.515424844,0,1.950431738,0,0.239743336,0,0,0,0,0.38576429,0.375553208,7.686372949,0,2.757658498,2.588822058,0,5.825920056,0.41307183,0
30-Apr-08,100,0,0,2.272841911,0,0,0,0,0,0.206341933,0,0,9.547384192,0.784147861,0,1.986057996,3.064034171,4.478193594,0,0.160374707,0,0.355053046,2.077011877,0.587603828,1.713668171,0,0.556680619,0,0.404878856,0,0,0,0.754236921,0,4.756004958,0.989539844,0.251610853,0,0.276608745,0,0,0,3.756050306,0,4.398937143,0,8.38765668,0,0,0,0,0,0,0,0.567838485,3.544982724,0,0,3.367319948,7.361649398,1.864067471,0,0,9.014680723,0,0,0,0.505607119,0,1.620420673,0,0.235903921,0,0,0,0,0.386918642,0.363756409,7.80051372,0,2.767303698,2.695799813,0,5.72719723,0.411121812,0
30-May-08,100,0,0,2.343620377,0,0,0,0,0,0.208254405,0,0,9.775364778,0.797511091,0,1.987064775,3.064078154,4.589326979,0,0,0,0.356597048,2.114331154,0.597992688,1.731100837,0,0.576237192,0,0.414620065,0,0,0,0.765461345,0,4.741131739,1.070614986,0.259416103,0,0.282351226,0,0,0,3.833915197,0,3.7365104,0,8.394339152,0,0,0,0,0,0,0,0.51451923,3.598160973,0,0,3.365662741,7.381927671,1.871229775,0,0,9.065224657,0,0,0,0.525727189,0,1.594899398,0,0.237730674,0,0,0,0,0.376652502,0.365278216,7.776181789,0,2.752320902,2.6811753,0,5.868640056,0.384829236,0
30-Jun-08,100,0,0,2.184446109,0,0,0,0,0,0.211453779,0,0,9.61630748,0.782884531,0,2.011447624,3.106182147,4.463790703,0,0,0,0.352899099,2.071089566,0.598860385,1.685229702,0,0.547861977,0.263146684,0.410396035,0,0,0,0.785530635,0,5.198997123,1.060250519,0.246786254,0,0.273964936,0,0,0,3.89810828,0,3.771310861,0,8.39348216,0,0,0,0,0,0,0,0.518427987,3.910956002,0,0,3.31726221,7.139158833,1.865177273,0,0,9.07147402,0,0,0,0.523100126,0,1.597888796,0,0.240692157,0,0,0,0,0.383156028,0.366495912,7.421952109,0,2.620960466,2.657257762,0,6.040507455,0.391106275,0
31-Jul-08,100,0,0,2.178719486,0,0,0,0,0,0.198269537,0,0,9.419287982,0.74665171,0,1.974073076,3.065827998,4.41066788,0,0,0,0.32654258,1.971227318,0.570751818,1.585377144,0,0.536279825,0.252427078,0.403281789,0,0,0,0.752011586,0,5.252151256,1.043975091,0.253258023,0,1.866761634,0,0,0,3.874727213,0,3.725642271,0,8.264434253,0,0,0,0,0,0,0,0.484626929,3.351231862,0,0,3.331899485,7.203245954,1.831561452,0,0,8.990474031,0,0,0,0.522416751,0,1.60103689,0,0.240130875,0,0,0,0,0.37622668,0.365376181,7.697892146,0,2.350972053,2.574676016,0,6.029819661,0.376066486,0
29-Aug-08,100,0,0,2.105984102,0,0,0,0,0,0.198579913,0,0,9.43281247,0.752356608,0,2.006448711,3.066743163,4.424127775,0,0,0,0.336556771,1.859762405,0.574178711,1.645352384,0,0.542127152,0.243865882,0.402403057,0,0,0,0.757412697,0,5.284343532,1.041898934,0.253890339,0,1.888953641,0,0,0,3.909065798,0,3.744875733,0,8.266545837,0,0,0,0,0,0,0,0.419348409,3.387843704,0,0,3.304402732,7.203665962,1.841620896,0,0,8.950959515,0,0,0,0.521900044,0,1.603575545,0,0.242783719,0,0,0,0,0.382860453,0.365550196,7.83041496,0,2.069893864,2.614156348,0,6.139252577,0.383485459,0
30-Sep-08,100,0,0,1.757498309,0,0,0,0,0,0.214605488,0,0,9.593544379,0.798395849,0,2.12832557,3.104349252,4.519127677,0,0,0,0.340091243,1.710095812,0.614018301,1.700910257,0,0.528108278,0.258327642,0.390567633,0,0,0,0.834624147,0,5.182527834,1.017743157,0.249575558,0,1.718408178,0,0,0,3.866214454,0,3.996061787,0,8.547154352,0,0,0,0,0,0,0,0.327650264,3.401655143,0,0,3.306588689,7.544034767,1.997964019,0,0,8.644702327,0,0,0,0.512759193,0,1.656847545,0,0.247440473,0,0,0,0,0.406568185,0.390830942,8.004370559,0,1.992006994,2.630096052,0,5.466057705,0.400151987,0
31-Oct-08,100,0,0,1.181637564,0,0,0,0,0,0.188311421,0,0,10.49379235,0.804183734,0,2.321230749,3.330299262,4.7373285,0,0,0,0.244396461,0.906357594,0.715847875,1.432536484,0,0.434887337,0.241670921,0.298119549,0,0,0,0.804169153,0,4.801039271,0.891232719,0.223717149,0,1.664982916,0,0,0,4.012703337,0,4.153203761,0,9.335508073,0,0,0,0,0,0,0,0.325212353,3.399680659,0,0,3.343572076,8.169408719,2.125068524,0,0,8.99244198,0,0,0,0.504649491,0,1.678421461,0,0.203890451,0,0,0,0,0.410345717,0.432017319,8.045225085,0,1.580044715,2.238137055,0,4.968749754,0.365978459,0
28-Nov-08,100,0,0,1.280793109,0,0,0,0,0,0.185227969,0,0,10.50881439,0.816513601,0,2.413403098,3.679250366,4.752648506,0,0,0,0.25420869,0.813536174,0.717311442,1.478231171,0,0.422609752,0.211652118,0.279743197,0,0,0,0.863970556,0,4.560784287,0.807604948,0.204156104,0,1.705411743,0,0,0,4.16398096,0,4.330290269,0,9.163002876,0,0,0,0,0,0,0,0.301121985,3.385742427,0,0,3.437477933,7.886074889,2.223798673,0,0,8.404747129,0,0,0,0.44526314,0,1.692194967,0,0.184844227,0,0,0,0,0.412855799,0.421442403,8.437711402,0,1.409467742,2.419513355,0,4.914677639,0.409920961,0
31-Dec-08,100,0,0,1.243948358,0,0,0,0,0,0.130543986,0,0,11.01992248,0.796872624,0,2.366780583,3.553801516,4.940430923,0,0,0,0.256415338,0.614733359,0.684913776,1.472700108,0,0.411533184,0.192287766,0.274446498,0,0,0,0.801173258,0,5.120725461,0.747280891,0.18078271,0,1.537034386,0,0,0,3.980699572,0,4.290854569,0,9.449678706,0,0,0,0,0,0,0,0.287260853,3.569833266,0,0,3.529158672,7.944622843,2.123915105,0,0,8.249927938,0,0,0,0.398574852,0,1.730974257,0,0.209178169,0,0,0,0,0.387663764,0.407815082,8.795969269,0,1.125432487,2.605196524,0,4.166808539,0.400108325,0
30-Jan-09,100,0,0,1.394176917,0,0,0,0,0,0.133980015,0,0,10.34399307,0.802421723,0,2.183688708,3.527695568,5.14984847,0,0,0,0.289742907,0.744597055,0.672192894,1.594204267,0,0.407197924,0.194097215,0.312140532,0,0,0,0.809999568,0,4.872957021,0.717395578,0.193539061,0,1.656507568,0,0,0,4.129018278,0,4.183610375,0,8.954472936,0,0,0,0,0,0,0,0.322904718,3.538162886,0,0,3.5343075,8.068638576,2.105308217,0,0,8.668697118,0,0,0,0.47688478,0,1.790425911,0,0.215635169,0,0,0,0,0.363171184,0.412873921,8.640544443,0,1.277571349,2.586534652,0,4.324253191,0.40660874,0
27-Feb-09,100,0,0,1.2296828,0,0,0,0,0,0.130407356,0,0,10.33005048,0.800888093,0,2.686374872,3.580682644,5.250621532,0,0,0,0.309816075,0.771802821,0.689182402,1.577661792,0,0.395130898,0.199640062,0.316546994,0,0,0,0.791198241,0,4.868079265,0.755691592,0.183579465,0,1.4737186,0,0,0,3.634804096,0,4.256797556,0,9.039101667,0,0,0,0,0,0,0,0.345915304,3.570483229,0,0,3.649423785,8.235952451,2.130334135,0,0,8.41318201,0,0,0,0.474316669,0,1.845543386,0,0.221771665,0,0,0,0,0.333276685,0.425037728,8.405967183,0,1.017160674,2.676745531,0,4.580675799,0.402754462,0
31-Mar-09,100,0,0,1.085259038,0,0,0,0,0,0.127152656,0,0,10.18691574,0.790564766,0,2.73760904,3.477511467,5.071539187,0,0,0,0.304050989,0.753629864,0.676302721,1.580904941,0,0.434154646,0.212867402,0.295416426,0,0,0,0.759000617,0,5.999189532,0.835726486,0.161235735,0,1.649215486,0,0,0,3.578781441,0,4.205864866,0,8.800389403,0,0,0,0,0,0,0,0.380607418,3.536294252,0,0,3.488090441,8.200532823,2.09191456,0,0,8.480638603,0,0,0,0.473380868,0,1.817246418,0,0.216320836,0,0,0,0,0,0.413077038,8.375582005,0,1.216126778,2.531100307,0,4.627853029,0.427952172,0
30-Apr-09,100,0,0,1.110714633,0,0,0,0,0,0.121161159,0,0,9.805422689,0.776643851,0,2.499572273,3.314973952,5.560143257,0,0,0,0.316593175,0.755441633,0.645455413,1.565547026,0,0.467490441,0.212025635,0.317248992,0,0,0,0.749734988,0,6.287060928,0.854237741,0.15702085,0,1.78802178,0,0,0,3.345569279,0,4.024990728,0,8.627244297,0,0,0,0,0,0,0,0.400604982,3.592712828,0,0,3.93986171,7.807470585,1.963599552,0,0,8.498989958,0,0,0,0.467975953,0,1.743673407,0,0.222953382,0,0,0,0,0,0.38596639,8.308491227,0,1.609701187,2.537673852,0,4.80302589,0.41498438,0
29-May-09,100,0,0,1.421242149,0,0,0,0,0,0.118347419,0,0,9.586982557,0.75843788,0,2.497487802,3.1624267,5.359874984,0,0,0,0.317485432,0.794681954,0.618265347,1.555559212,0,0.478714269,0.209809823,0.328582848,0,0,0,0.77316282,0,6.357645678,0.952334957,0.190009588,0,1.780569118,0,0,0,4.163426332,0,3.865918842,0,8.600503314,0,0,0,0,0,0,0,0.419086037,3.529200827,0,0,3.75775385,7.75276853,1.94915748,0,0,8.467510828,0,0,0,0.502235668,0,1.637445703,0,0.247667554,0,0,0,0,0,0.380006499,8.165936224,0,1.742781397,2.642582308,0,4.501036952,0.413361116,0
30-Jun-09,100,0,0,1.618063949,0,0,0,0,0,0.148680046,0,0,9.544393536,0.740154662,0,2.521003505,3.092590032,5.319142443,0,0,0,0.313799883,0.253371666,0.612553546,1.514284306,0,0.444820243,0.2248312,0.335170315,0,0,0,0.733581054,0,6.312854921,0.96481499,0.208118581,0,1.68162186,0,0,0,4.182319139,0,3.913476928,0,8.413381607,0,0,0,0,0,0,0,0.456452953,3.562670675,0,0,3.720422879,7.671936384,1.885888059,0,0,8.323600794,0,0,0,0.50298383,0,2.48518887,0,0.254282576,0,0,0,0,0,0.378779939,8.170313246,0,1.747267716,2.598515227,0,4.740584696,0.408083741,0
31-Jul-09,100,0,0,1.742991844,0,0,0,0,0,0.1663392,0,0,9.351084036,0.716738072,0,2.460879016,3.013272852,5.218845303,0,0,0,0.294100299,0.267186767,0.579208612,1.508538519,0,0.481312767,0.234373879,0.37740975,0,0,0,0.7258372,0,6.566110275,0.950680817,0.197152579,0,1.686902319,0,0,0,4.181049915,0,3.853125855,0,8.376752646,0,0,0,0,0,0,0,0.481147259,3.490763473,0,0,4.097181753,7.49470558,1.865331719,0,0,8.284936711,0,0,0,0.50447583,0,2.576291695,0,0.258057341,0,0,0,0,0,0.375514053,8.147172453,0,1.797795695,2.615374718,0,4.654321878,0.40703732,0
31-Aug-09,100,0,0,1.665189916,0,0,0,0,0,0.146521911,0,0,8.872511851,0.695336442,0,2.353401197,2.874560846,4.966856681,0,0,0,0.293365638,0.267056218,0.554267785,1.458952737,0,0.463579801,0.229782311,0.356337832,0,0,0,0.715479642,0,6.33231415,0.932182606,0.170053341,0,2.484990784,0,0,0,4.426737253,0,4.700663665,0,7.847009413,0,0,0,0,0,0,0,0.531099698,3.336124993,0,0,3.916002604,7.24107975,3.398392542,0,0,7.922733402,0,0,0,0.493101085,0,2.40406349,0,0.252868784,0,0,0,0,0,0.357808203,7.808130604,0,1.920411863,2.503553306,0,4.725538012,0.381939643,0
30-Sep-09,100,0,0,1.880779862,0,0,0,0,0,0.14417593,0,0,8.826796018,0.707848501,0,2.281830814,2.809576176,4.964898538,0,0,0,0.32113456,0.278121934,0.536741728,1.497416004,0,0.467080838,0.236320676,0.355306998,0,0,0,0.712070106,0,6.355604027,0.982836819,0.176737661,0,2.650901904,0,0,0,4.246855414,0,4.563044532,0,7.736394338,0,0,0,0,0,0,0,0.523251467,3.355191115,0,0,3.963644098,7.153011317,3.382313026,0,0,7.946833257,0,0,0,0.513337178,0,2.651511711,0,0.250322848,0,0,0,0,0,0.349610836,7.592759193,0,1.775713324,2.487358234,0,4.939748406,0.38292061,0
30-Oct-09,100,0,0,2.004462736,0,0,0,0,0,0.14518156,0,0,8.716996979,0.715449578,0,2.262734976,2.796373156,4.916043957,0,0,0,0.320582815,0.296894664,0.540523229,1.475128302,0,0.455991827,0.233788382,0.35625132,0,0,0,0.719932585,0,6.212416746,0.988018709,0.173659113,0,2.694119099,0,0,0,4.326116449,0,4.569711651,0,7.727408316,0,0,0,0,0,0,0,0.538296142,3.286822373,0,0,3.893068037,7.183638177,3.357704894,0,0,8.128483785,0,0,0,0.50516467,0,2.642412617,0,0.249727375,0,0,0,0,0,0.340337326,7.724938015,0,1.726769077,2.73254987,0,4.657098876,0.385202618,0
